id,pincode,district,district_id,statename,state_id
17351,142041,MOGA,,PUNJAB,
17352,145027,PATHANKOT,,PUNJAB,
17353,143532,GURDASPUR,,PUNJAB,
17354,144419,JALANDHAR,,PUNJAB,
17355,144020,JALANDHAR,,PUNJAB,
17356,144104,JALANDHAR,,PUNJAB,
17357,144003,JALANDHAR,,PUNJAB,
17358,144021,JALANDHAR,,PUNJAB,
17359,144602,KAPURTHALA,,PUNJAB,
17360,144031,JALANDHAR,,PUNJAB,
17361,305007,AJMER,,RAJASTHAN,
17362,305819,AJMER,,RAJASTHAN,
17363,305817,AJMER,,RAJASTHAN,
17364,305923,AJMER,,RAJASTHAN,
17365,305924,AJMER,,RAJASTHAN,
17366,305415,AJMER,,RAJASTHAN,
17367,312001,CHITTORGARH,,RAJASTHAN,
17368,312628,CHITTORGARH,,RAJASTHAN,
17369,326517,KOTA,,RAJASTHAN,
17370,326530,KOTA,,RAJASTHAN,
17371,302002,JAIPUR,,RAJASTHAN,
17372,302017,JAIPUR,,RAJASTHAN,
17373,302039,JAIPUR,,RAJASTHAN,
17374,302033,JAIPUR,,RAJASTHAN,
17375,302013,JAIPUR,,RAJASTHAN,
17376,302021,JAIPUR,,RAJASTHAN,
17377,302046,JAIPUR,,RAJASTHAN,
17378,302047,JAIPUR,,RAJASTHAN,
17379,322212,KARAULI,,RAJASTHAN,
17380,322216,KARAULI,,RAJASTHAN,
17381,334006,BIKANER,,RAJASTHAN,
17382,333036,JHUNJHUNU,,RAJASTHAN,
17383,333702,JHUNJHUNU,,RAJASTHAN,
17384,342005,JODHPUR,,RAJASTHAN,
17385,342011,JODHPUR,,RAJASTHAN,
17386,342028,JODHPUR,,RAJASTHAN,
17387,306704,PALI,,RAJASTHAN,
17388,332307,SIKAR,,RAJASTHAN,
17389,335521,HANUMANGARH,,RAJASTHAN,
17390,600031,CHENNAI,,TAMIL NADU,
17391,631152,Ranipet,,TAMIL NADU,
17392,603127,CHENGALPATTU,,TAMIL NADU,
17393,600005,CHENNAI,,TAMIL NADU,
17394,600014,CHENNAI,,TAMIL NADU,
17395,600094,CHENNAI,,TAMIL NADU,
17396,600087,CHENNAI,,TAMIL NADU,
17397,600082,CHENNAI,,TAMIL NADU,
17398,600003,CHENNAI,,TAMIL NADU,
17399,600011,CHENNAI,,TAMIL NADU,
17400,600015,CHENNAI,,TAMIL NADU,
17401,600083,CHENNAI,,TAMIL NADU,
17402,631601,KANCHIPURAM,,TAMIL NADU,
17403,631606,KANCHIPURAM,,TAMIL NADU,
17404,602108,THIRUVALLUR,,TAMIL NADU,
17405,631211,THIRUVALLUR,,TAMIL NADU,
17406,631304,THIRUVALLUR,,TAMIL NADU,
17407,605005,PONDICHERRY,,PUDUCHERRY,
17408,600051,CHENNAI,,TAMIL NADU,
17409,600060,THIRUVALLUR,,TAMIL NADU,
17410,600120,THIRUVALLUR,,TAMIL NADU,
17411,600050,CHENNAI,,TAMIL NADU,
17412,600066,CHENNAI,,TAMIL NADU,
17413,600053,THIRUVALLUR,,TAMIL NADU,
17414,601205,THIRUVALLUR,,TAMIL NADU,
17415,600049,THIRUVALLUR,,TAMIL NADU,
17416,600019,CHENNAI,,TAMIL NADU,
17417,600077,THIRUVALLUR,,TAMIL NADU,
17418,600070,CHENGALPATTU,,TAMIL NADU,
17419,600073,CHENGALPATTU,,TAMIL NADU,
17420,600129,CHENGALPATTU,,TAMIL NADU,
17421,600100,CHENGALPATTU,,TAMIL NADU,
17422,601301,KANCHIPURAM,,TAMIL NADU,
17423,600075,CHENGALPATTU,,TAMIL NADU,
17424,600063,CHENGALPATTU,,TAMIL NADU,
17425,632326,TIRUVANNAMALAI,,TAMIL NADU,
17426,632012,VELLORE,,TAMIL NADU,
17427,641015,COIMBATORE,,TAMIL NADU,
17428,641063,COIMBATORE,,TAMIL NADU,
17429,641012,COIMBATORE,,TAMIL NADU,
17430,641013,COIMBATORE,,TAMIL NADU,
17431,641047,COIMBATORE,,TAMIL NADU,
17432,638006,NAMAKKAL,,TAMIL NADU,
17433,638005,ERODE,,TAMIL NADU,
17434,638010,NAMAKKAL,,TAMIL NADU,
17435,638004,ERODE,,TAMIL NADU,
17436,638110,ERODE,,TAMIL NADU,
17437,638054,ERODE,,TAMIL NADU,
17438,637402,NAMAKKAL,,TAMIL NADU,
17439,637215,NAMAKKAL,,TAMIL NADU,
17440,637211,NAMAKKAL,,TAMIL NADU,
17441,643201,THE NILGIRIS,,TAMIL NADU,
17442,643203,THE NILGIRIS,,TAMIL NADU,
17443,643007,THE NILGIRIS,,TAMIL NADU,
17444,643225,THE NILGIRIS,,TAMIL NADU,
17445,643237,THE NILGIRIS,,TAMIL NADU,
17446,643241,THE NILGIRIS,,TAMIL NADU,
17447,643243,THE NILGIRIS,,TAMIL NADU,
17448,642113,TIRUPPUR,,TAMIL NADU,
17449,636109,SALEM,,TAMIL NADU,
17450,636015,SALEM,,TAMIL NADU,
17451,636002,SALEM,,TAMIL NADU,
17452,641407,COIMBATORE,,TAMIL NADU,
17453,641401,COIMBATORE,,TAMIL NADU,
17454,638812,TIRUPPUR,,TAMIL NADU,
17455,629301,KANNIYAKUMARI,,TAMIL NADU,
17456,629804,KANNIYAKUMARI,,TAMIL NADU,
17457,629003,KANNIYAKUMARI,,TAMIL NADU,
17458,629102,KANNIYAKUMARI,,TAMIL NADU,
17459,629167,KANNIYAKUMARI,,TAMIL NADU,
17460,629168,KANNIYAKUMARI,,TAMIL NADU,
17461,629179,KANNIYAKUMARI,,TAMIL NADU,
17462,630003,SIVAGANGA,,TAMIL NADU,
17463,630002,SIVAGANGA,,TAMIL NADU,
17464,628906,TUTICORIN,,TAMIL NADU,
17465,627764,TENKASI,,TAMIL NADU,
17466,627818,TENKASI,,TAMIL NADU,
17467,627807,TENKASI,,TAMIL NADU,
17468,623512,RAMANATHAPURAM,,TAMIL NADU,
17469,623518,RAMANATHAPURAM,,TAMIL NADU,
17470,623526,RAMANATHAPURAM,,TAMIL NADU,
17471,630566,SIVAGANGA,,TAMIL NADU,
17472,630558,SIVAGANGA,,TAMIL NADU,
17473,630313,SIVAGANGA,,TAMIL NADU,
17474,625556,THENI,,TAMIL NADU,
17475,625523,THENI,,TAMIL NADU,
17476,627452,TIRUNELVELI,,TAMIL NADU,
17477,627422,TIRUNELVELI,,TAMIL NADU,
17478,627654,TIRUNELVELI,,TAMIL NADU,
17479,627352,TIRUNELVELI,,TAMIL NADU,
17480,627005,TIRUNELVELI,,TAMIL NADU,
17481,627009,TIRUNELVELI,,TAMIL NADU,
17482,628618,TUTICORIN,,TAMIL NADU,
17483,626133,VIRUDHUNAGAR,,TAMIL NADU,
17484,626142,VIRUDHUNAGAR,,TAMIL NADU,
17485,626132,VIRUDHUNAGAR,,TAMIL NADU,
17486,626123,VIRUDHUNAGAR,,TAMIL NADU,
17487,607807,CUDDALORE,,TAMIL NADU,
17488,607803,CUDDALORE,,TAMIL NADU,
17489,607002,CUDDALORE,,TAMIL NADU,
17490,639006,KARUR,,TAMIL NADU,
17491,613702,THIRUVARUR,,TAMIL NADU,
17492,612605,THANJAVUR,,TAMIL NADU,
17493,609114,MAYILADUTHURAI,,TAMIL NADU,
17494,609607,KARAIKAL,,PUDUCHERRY,
17495,613704,THIRUVARUR,,TAMIL NADU,
17496,622401,PUDUKKOTTAI,,TAMIL NADU,
17497,614619,PUDUKKOTTAI,,TAMIL NADU,
17498,614620,PUDUKKOTTAI,,TAMIL NADU,
17499,622422,PUDUKKOTTAI,,TAMIL NADU,
17500,622411,PUDUKKOTTAI,,TAMIL NADU,
17501,621116,PERAMBALUR,,TAMIL NADU,
17502,620005,TIRUCHIRAPPALLI,,TAMIL NADU,
17503,621009,TIRUCHIRAPPALLI,,TAMIL NADU,
17504,614207,THANJAVUR,,TAMIL NADU,
17505,621653,TIRUCHIRAPPALLI,,TAMIL NADU,
17506,612902,Ariyalur,,TAMIL NADU,
17507,612905,Ariyalur,,TAMIL NADU,
17508,620024,TIRUCHIRAPPALLI,,TAMIL NADU,
17509,620014,TIRUCHIRAPPALLI,,TAMIL NADU,
17510,620012,TIRUCHIRAPPALLI,,TAMIL NADU,
17511,639103,TIRUCHIRAPPALLI,,TAMIL NADU,
17512,620018,TIRUCHIRAPPALLI,,TAMIL NADU,
17513,605759,KALLAKURICHI,,TAMIL NADU,
17514,282004,AGRA,,UTTAR PRADESH,
17515,204217,ALIGARH,,UTTAR PRADESH,
17516,203201,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17517,207250,ETAH,,UTTAR PRADESH,
17518,284001,JHANSI,,UTTAR PRADESH,
17519,281003,MATHURA,,UTTAR PRADESH,
17520,211005,PRAYAGRAJ,,UTTAR PRADESH,
17521,211001,PRAYAGRAJ,,UTTAR PRADESH,
17522,211010,PRAYAGRAJ,,UTTAR PRADESH,
17523,211023,PRAYAGRAJ,,UTTAR PRADESH,
17524,232325,GHAZIPUR,,UTTAR PRADESH,
17525,222004,JAUNPUR,,UTTAR PRADESH,
17526,221110,CHANDAULI,,UTTAR PRADESH,
17527,221009,CHANDAULI,,UTTAR PRADESH,
17528,221407,VARANASI,,UTTAR PRADESH,
17529,243005,BAREILLY,,UTTAR PRADESH,
17530,250005,MEERUT,,UTTAR PRADESH,
17531,244401,MORADABAD,,UTTAR PRADESH,
17532,244415,MORADABAD,,UTTAR PRADESH,
17533,251315,MUZAFFARNAGAR,,UTTAR PRADESH,
17534,276001,AZAMGARH,,UTTAR PRADESH,
17535,271801,BAHRAICH,,UTTAR PRADESH,
17536,274801,KUSHI NAGAR,,UTTAR PRADESH,
17537,271861,BALRAMPUR,,UTTAR PRADESH,
17538,273012,GORAKHPUR,,UTTAR PRADESH,
17539,209503,FARRUKHABAD,,UTTAR PRADESH,
17540,208027,KANPUR NAGAR,,UTTAR PRADESH,
17541,208006,KANPUR NAGAR,,UTTAR PRADESH,
17542,208004,KANPUR NAGAR,,UTTAR PRADESH,
17543,208015,KANPUR NAGAR,,UTTAR PRADESH,
17544,208014,KANPUR NAGAR,,UTTAR PRADESH,
17545,209311,KANPUR DEHAT,,UTTAR PRADESH,
17546,224238,AMBEDKAR NAGAR,,UTTAR PRADESH,
17547,201006,GHAZIABAD,,UTTAR PRADESH,
17548,201018,GHAZIABAD,,UTTAR PRADESH,
17549,201007,GHAZIABAD,,UTTAR PRADESH,
17550,201021,GHAZIABAD,,UTTAR PRADESH,
17551,201303,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17552,201315,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17553,201306,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17554,201302,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17555,201317,GAUTAM BUDDHA NAGAR,,UTTAR PRADESH,
17556,226012,LUCKNOW,,UTTAR PRADESH,
17557,226009,LUCKNOW,,UTTAR PRADESH,
17558,226030,LUCKNOW,,UTTAR PRADESH,
17559,226006,LUCKNOW,,UTTAR PRADESH,
17560,229203,RAE BARELI,,UTTAR PRADESH,
17561,228118,SULTANPUR,,UTTAR PRADESH,
17562,263629,ALMORA,,UTTARAKHAND,
17563,263636,ALMORA,,UTTARAKHAND,
17564,246422,CHAMOLI,,UTTARAKHAND,
17565,246401,CHAMOLI,,UTTARAKHAND,
17566,246448,RUDRA PRAYAG,,UTTARAKHAND,
17567,246431,CHAMOLI,,UTTARAKHAND,
17568,248002,DEHRADUN,,UTTARAKHAND,
17569,249204,DEHRADUN,,UTTARAKHAND,
17570,249401,HARIDWAR,,UTTARAKHAND,
17571,247666,HARIDWAR,,UTTARAKHAND,
17572,249405,HARIDWAR,,UTTARAKHAND,
17573,262402,NAINITAL,,UTTARAKHAND,
17574,263149,UDAM SINGH NAGAR,,UTTARAKHAND,
17575,263140,NAINITAL,,UTTARAKHAND,
17576,263150,UDAM SINGH NAGAR,,UTTARAKHAND,
17577,244716,UDAM SINGH NAGAR,,UTTARAKHAND,
17578,263151,UDAM SINGH NAGAR,,UTTARAKHAND,
17579,263142,NAINITAL,,UTTARAKHAND,
17580,249302,PAURI GARHWAL,,UTTARAKHAND,
17581,249124,TEHRI GARHWAL,,UTTARAKHAND,
17582,249175,TEHRI GARHWAL,,UTTARAKHAND,
17583,700034,KOLKATA,,WEST BENGAL,
17584,700029,KOLKATA,,WEST BENGAL,
17585,700005,KOLKATA,,WEST BENGAL,
17586,700003,KOLKATA,,WEST BENGAL,
17587,700004,KOLKATA,,WEST BENGAL,
17588,700129,24 PARAGANAS NORTH,,WEST BENGAL,
17589,731129,BIRBHUM,,WEST BENGAL,
17590,700019,KOLKATA,,WEST BENGAL,
17591,700078,KOLKATA,,WEST BENGAL,
17592,700042,KOLKATA,,WEST BENGAL,
17593,700041,KOLKATA,,WEST BENGAL,
17594,700040,KOLKATA,,WEST BENGAL,
17595,700012,KOLKATA,,WEST BENGAL,
17596,700064,24 PARAGANAS NORTH,,WEST BENGAL,
17597,700105,KOLKATA,,WEST BENGAL,
17598,700089,24 PARAGANAS NORTH,,WEST BENGAL,
17599,700009,KOLKATA,,WEST BENGAL,
17600,700054,KOLKATA,,WEST BENGAL,
17601,700039,KOLKATA,,WEST BENGAL,
17602,700100,KOLKATA,,WEST BENGAL,
17603,700059,24 PARAGANAS NORTH,,WEST BENGAL,
17604,700035,24 PARAGANAS NORTH,,WEST BENGAL,
17605,700052,24 PARAGANAS NORTH,,WEST BENGAL,
17606,742160,MURSHIDABAD,,WEST BENGAL,
17607,741163,NADIA,,WEST BENGAL,
17608,741181,NADIA,,WEST BENGAL,
17609,741221,NADIA,,WEST BENGAL,
17610,741250,NADIA,,WEST BENGAL,
17611,741253,NADIA,,WEST BENGAL,
17612,741401,NADIA,,WEST BENGAL,
17613,741254,NADIA,,WEST BENGAL,
17614,743134,24 PARAGANAS NORTH,,WEST BENGAL,
17615,700057,24 PARAGANAS NORTH,,WEST BENGAL,
17616,700114,24 PARAGANAS NORTH,,WEST BENGAL,
17617,700134,24 PARAGANAS NORTH,,WEST BENGAL,
17618,700118,24 PARAGANAS NORTH,,WEST BENGAL,
17619,700049,24 PARAGANAS NORTH,,WEST BENGAL,
17620,700096,24 PARAGANAS SOUTH,,WEST BENGAL,
17621,700153,24 PARAGANAS SOUTH,,WEST BENGAL,
17622,700093,24 PARAGANAS SOUTH,,WEST BENGAL,
17623,700143,24 PARAGANAS SOUTH,,WEST BENGAL,
17624,744102,SOUTH ANDAMANS,,ANDAMAN AND NICOBAR ISLANDS,
17625,744203,NORTH AND MIDDLE ANDAMAN,,ANDAMAN AND NICOBAR ISLANDS,
17626,744106,SOUTH ANDAMANS,,ANDAMAN AND NICOBAR ISLANDS,
17627,736122,Alipurduar,,WEST BENGAL,
17628,734204,DARJEELING,,WEST BENGAL,
17629,734011,DARJEELING,,WEST BENGAL,
17630,734001,JALPAIGURI,,WEST BENGAL,
17631,734425,DARJEELING,,WEST BENGAL,
17632,735232,JALPAIGURI,,WEST BENGAL,
17633,713331,PASCHIM BARDHAMAN,,WEST BENGAL,
17634,713333,PASCHIM BARDHAMAN,,WEST BENGAL,
17635,713301,PASCHIM BARDHAMAN,,WEST BENGAL,
17636,713340,PASCHIM BARDHAMAN,,WEST BENGAL,
17637,713369,PASCHIM BARDHAMAN,,WEST BENGAL,
17638,713370,PASCHIM BARDHAMAN,,WEST BENGAL,
17639,713386,PASCHIM BARDHAMAN,,WEST BENGAL,
17640,713215,PASCHIM BARDHAMAN,,WEST BENGAL,
17641,713216,PASCHIM BARDHAMAN,,WEST BENGAL,
17642,713202,PASCHIM BARDHAMAN,,WEST BENGAL,
17643,722160,BANKURA,,WEST BENGAL,
17644,722147,BANKURA,,WEST BENGAL,
17645,713101,PURBA BARDHAMAN,,WEST BENGAL,
17646,713151,PURBA BARDHAMAN,,WEST BENGAL,
17647,712502,HOOGHLY,,WEST BENGAL,
17648,712101,HOOGHLY,,WEST BENGAL,
17649,712103,HOOGHLY,,WEST BENGAL,
17650,712221,HOOGHLY,,WEST BENGAL,
17651,712232,HOOGHLY,,WEST BENGAL,
17652,712204,HOOGHLY,,WEST BENGAL,
17653,712125,HOOGHLY,,WEST BENGAL,
17654,711103,HOWRAH,,WEST BENGAL,
17655,711305,HOWRAH,,WEST BENGAL,
17656,711101,HOWRAH,,WEST BENGAL,
17657,711202,HOWRAH,,WEST BENGAL,
17658,711203,HOWRAH,,WEST BENGAL,
17659,711227,HOWRAH,,WEST BENGAL,
17660,711107,HOWRAH,,WEST BENGAL,
17661,711201,HOWRAH,,WEST BENGAL,
17662,721304,MEDINIPUR WEST,,WEST BENGAL,
17663,721132,MEDINIPUR WEST,,WEST BENGAL,
17664,721653,MEDINIPUR EAST,,WEST BENGAL,
17665,721172,MEDINIPUR EAST,,WEST BENGAL,
17666,721638,MEDINIPUR EAST,,WEST BENGAL,
17667,524413,Tirupati,,ANDHRA PRADESH,
17668,522502,GUNTUR,,ANDHRA PRADESH,
17669,522303,GUNTUR,,ANDHRA PRADESH,
17670,507315,KHAMMAM,,TELANGANA,
17671,507103,BHADRADRI KOTHAGUDEM,,TELANGANA,
17672,521126,KRISHNA,,ANDHRA PRADESH,
17673,521133,KRISHNA,,ANDHRA PRADESH,
17674,521130,KRISHNA,,ANDHRA PRADESH,
17675,521138,KRISHNA,,ANDHRA PRADESH,
17676,522657,Palnadu,,ANDHRA PRADESH,
17677,522438,Palnadu,,ANDHRA PRADESH,
17678,524319,SPSR NELLORE,,ANDHRA PRADESH,
17679,523181,PRAKASAM,,ANDHRA PRADESH,
17680,523213,Bapatla,,ANDHRA PRADESH,
17681,534186,WEST GODAVARI,,ANDHRA PRADESH,
17682,522309,Bapatla,,ANDHRA PRADESH,
17683,522315,Bapatla,,ANDHRA PRADESH,
17684,522312,Bapatla,,ANDHRA PRADESH,
17685,521108,NTR,,ANDHRA PRADESH,
17686,521107,KRISHNA,,ANDHRA PRADESH,
17687,521212,NTR,,ANDHRA PRADESH,
17688,521286,KRISHNA,,ANDHRA PRADESH,
17689,533217,Konaseema,,ANDHRA PRADESH,
17690,533214,EAST GODAVARI,,ANDHRA PRADESH,
17691,533253,EAST GODAVARI,,ANDHRA PRADESH,
17692,531151,VIZIANAGARAM,,ANDHRA PRADESH,
17693,531082,VISAKHAPATANAM,,ANDHRA PRADESH,
17694,803109,NALANDA,,BIHAR,
17695,801105,PATNA,,BIHAR,
17696,821308,ROHTAS,,BIHAR,
17697,802217,ROHTAS,,BIHAR,
17698,821311,ROHTAS,,BIHAR,
17699,495446,BILASPUR,,CHHATTISGARH,
17700,495446,JANJGIR-CHAMPA,,CHHATTISGARH,
17701,781376,KAMRUP,,ASSAM,
17702,781015,KAMRUP METRO,,ASSAM,
17703,781313,BARPETA,,ASSAM,
17704,781313,Bajali,,ASSAM,
17705,781353,NALBARI,,ASSAM,
17706,788736,KARIMGANJ,,ASSAM,
17707,788104,CACHAR,,ASSAM,
17708,788108,DIMA HASAO,,ASSAM,
17709,788002,CACHAR,,ASSAM,
17710,788031,CACHAR,,ASSAM,
17711,788010,CACHAR,,ASSAM,
17712,784190,DARRANG,,ASSAM,
17713,784529,DARRANG,,ASSAM,
17714,784167,Biswanath,,ASSAM,
17715,784180,SONITPUR,,ASSAM,
17716,784173,Biswanath,,ASSAM,
17717,848201,KHAGARIA,,BIHAR,
17718,847104,DARBHANGA,,BIHAR,
17719,847303,DARBHANGA,,BIHAR,
17720,846007,DARBHANGA,,BIHAR,
17721,847407,MADHUBANI,,BIHAR,
17722,845458,PURBI CHAMPARAN,,BIHAR,
17723,847412,MADHUBANI,,BIHAR,
17724,854202,ARARIA,,BIHAR,
17725,854102,ARARIA,,BIHAR,
17726,852101,PURNIA,,BIHAR,
17727,531027,Alluri Sitharama Raju,,ANDHRA PRADESH,
17728,531133,Alluri Sitharama Raju,,ANDHRA PRADESH,
17729,533451,Kakinada,,ANDHRA PRADESH,
17730,533437,EAST GODAVARI,,ANDHRA PRADESH,
17731,503145,VIZIANAGARAM,,ANDHRA PRADESH,
17732,535591,VIZIANAGARAM,,ANDHRA PRADESH,
17733,505187,Parvathipuram Manyam,,ANDHRA PRADESH,
17734,532461,SRIKAKULAM,,ANDHRA PRADESH,
17735,533126,Konaseema,,ANDHRA PRADESH,
17736,533261,EAST GODAVARI,,ANDHRA PRADESH,
17737,533262,Kakinada,,ANDHRA PRADESH,
17738,533234,EAST GODAVARI,,ANDHRA PRADESH,
17739,532406,SRIKAKULAM,,ANDHRA PRADESH,
17740,532122,VIZIANAGARAM,,ANDHRA PRADESH,
17741,530052,VISAKHAPATANAM,,ANDHRA PRADESH,
17742,530051,VISAKHAPATANAM,,ANDHRA PRADESH,
17743,531173,VIZIANAGARAM,,ANDHRA PRADESH,
17744,530049,Anakapalli,,ANDHRA PRADESH,
17745,535273,Alluri Sitharama Raju,,ANDHRA PRADESH,
17746,784163,LAKHIMPUR,,ASSAM,
17747,782429,HOJAI,,ASSAM,
17748,782447,KARBI ANGLONG,,ASSAM,
17749,782138,NAGAON,,ASSAM,
17750,785699,GOLAGHAT,,ASSAM,
17751,785661,SIVASAGAR,,ASSAM,
17752,785665,SIVASAGAR,,ASSAM,
17753,786189,DIBRUGARH,,ASSAM,
17754,786151,TINSUKIA,,ASSAM,
17755,786170,TINSUKIA,,ASSAM,
17756,786187,TINSUKIA,,ASSAM,
17757,783376,KOKRAJHAR,,ASSAM,
17758,783333,KOKRAJHAR,,ASSAM,
17759,384260,MAHESANA,,GUJARAT,
17760,383260,ARVALLI,,GUJARAT,
17761,383355,ARVALLI,,GUJARAT,
17762,383307,SABAR KANTHA,,GUJARAT,
17763,365450,AMRELI,,GUJARAT,
17764,364005,BHAVNAGAR,,GUJARAT,
17765,364320,BOTAD,,GUJARAT,
17766,364110,BHAVNAGAR,,GUJARAT,
17767,364120,BOTAD,,GUJARAT,
17768,361110,JAMNAGAR,,GUJARAT,
17769,361007,JAMNAGAR,,GUJARAT,
17770,361011,JAMNAGAR,,GUJARAT,
17771,362269,GIR SOMNATH,,GUJARAT,
17772,362230,JUNAGADH,,GUJARAT,
17773,360110,JAMNAGAR,,GUJARAT,
17774,363650,RAJKOT,,GUJARAT,
17775,363520,RAJKOT,,GUJARAT,
17776,388315,ANAND,,GUJARAT,
17777,388560,ANAND,,GUJARAT,
17778,388255,KHEDA,,GUJARAT,
17779,394317,SURAT,,GUJARAT,
17780,394155,SURAT,,GUJARAT,
17781,394185,SURAT,,GUJARAT,
17782,394315,SURAT,,GUJARAT,
17783,394352,SURAT,,GUJARAT,
17784,394716,TAPI,,GUJARAT,
17785,394246,TAPI,,GUJARAT,
17786,848210,BEGUSARAI,,BIHAR,
17787,848131,SAMASTIPUR,,BIHAR,
17788,841201,SARAN,,BIHAR,
17789,843311,SITAMARHI,,BIHAR,
17790,813206,GODDA,,JHARKHAND,
17791,853204,MADHEPURA,,BIHAR,
17792,813209,KATIHAR,,BIHAR,
17793,813108,BANKA,,BIHAR,
17794,802205,ROHTAS,,BIHAR,
17795,802161,BHOJPUR,,BIHAR,
17796,802113,BUXAR,,BIHAR,
17797,804428,ARWAL,,BIHAR,
17798,505528,RAJANNA SIRCILLA,,TELANGANA,
17799,505524,RAJANNA SIRCILLA,,TELANGANA,
17800,509130,Narayanpet,,TELANGANA,
17801,509350,Narayanpet,,TELANGANA,
17802,509339,VIKARABAD,,TELANGANA,
17803,509339,MAHABUBNAGAR,,TELANGANA,
17804,509335,MAHABUBNAGAR,,TELANGANA,
17805,509336,Narayanpet,,TELANGANA,
17806,502303,MEDAK,,TELANGANA,
17807,502125,MEDAK,,TELANGANA,
17808,503102,KAMAREDDY,,TELANGANA,
17809,505514,PEDDAPALLI,,TELANGANA,
17810,505208,PEDDAPALLI,,TELANGANA,
17811,502269,SANGAREDDY,,TELANGANA,
17812,502345,VIKARABAD,,TELANGANA,
17813,502314,MEDAK,,TELANGANA,
17814,509327,RANGA REDDY,,TELANGANA,
17815,509320,RANGA REDDY,,TELANGANA,
17816,509357,NAGARKURNOOL,,TELANGANA,
17817,509105,WANAPARTHY,,TELANGANA,
17818,506005,WARANGAL,,TELANGANA,
17819,500088,MEDCHAL MALKAJGIRI,,TELANGANA,
17820,500078,MEDCHAL MALKAJGIRI,,TELANGANA,
17821,515003,ANANTAPUR,,ANDHRA PRADESH,
17822,515465,Y.S.R.,,ANDHRA PRADESH,
17823,515402,ANANTAPUR,,ANDHRA PRADESH,
17824,517280,Annamayya,,ANDHRA PRADESH,
17825,517352,Annamayya,,ANDHRA PRADESH,
17826,515561,Sri Sathya Sai,,ANDHRA PRADESH,
17827,515286,Sri Sathya Sai,,ANDHRA PRADESH,
17828,518432,KURNOOL,,ANDHRA PRADESH,
17829,518508,KURNOOL,,ANDHRA PRADESH,
17830,518468,Nandyal,,ANDHRA PRADESH,
17831,518217,Nandyal,,ANDHRA PRADESH,
17832,523357,PRAKASAM,,ANDHRA PRADESH,
17833,517507,Tirupati,,ANDHRA PRADESH,
17834,534208,WEST GODAVARI,,ANDHRA PRADESH,
17835,534244,WEST GODAVARI,,ANDHRA PRADESH,
17836,534134,Eluru,,ANDHRA PRADESH,
17837,534217,WEST GODAVARI,,ANDHRA PRADESH,
17838,534432,Eluru,,ANDHRA PRADESH,
17839,534456,Eluru,,ANDHRA PRADESH,
17840,534449,Eluru,,ANDHRA PRADESH,
17841,521326,Eluru,,ANDHRA PRADESH,
17842,521111,KRISHNA,,ANDHRA PRADESH,
17843,491331,BEMETARA,,CHHATTISGARH,
17844,496115,JASHPUR,,CHHATTISGARH,
17845,493448,MAHASAMUND,,CHHATTISGARH,
17846,110039,NORTH WEST,,DELHI,
17847,110047,SOUTH,,DELHI,
17848,110068,SOUTH,,DELHI,
17849,382427,AHMADABAD,,GUJARAT,
17850,382419,GANDHINAGAR,,GUJARAT,
17851,382055,GANDHINAGAR,,GUJARAT,
17852,380060,AHMADABAD,,GUJARAT,
17853,382740,GANDHINAGAR,,GUJARAT,
17854,384515,MAHESANA,,GUJARAT,
17855,384550,MAHESANA,,GUJARAT,
17856,384565,MAHESANA,,GUJARAT,
17857,504294,KUMURAM BHEEM ASIFABAD,,TELANGANA,
17858,506144,HANUMAKONDA,,TELANGANA,
17859,813208,SAHEBGANJ,,JHARKHAND,
17860,815117,PAKUR,,JHARKHAND,
17861,833222,WEST SINGHBHUM,,JHARKHAND,
17862,832111,EAST SINGHBUM,,JHARKHAND,
17863,832106,EAST SINGHBUM,,JHARKHAND,
17864,832107,SARAIKELA KHARSAWAN,,JHARKHAND,
17865,832113,SARAIKELA KHARSAWAN,,JHARKHAND,
17866,560087,BENGALURU RURAL,,KARNATAKA,
17867,560105,BENGALURU URBAN,,KARNATAKA,
17868,560082,BENGALURU URBAN,,KARNATAKA,
17869,560089,BENGALURU URBAN,,KARNATAKA,
17870,561205,BENGALURU RURAL,,KARNATAKA,
17871,562135,BENGALURU RURAL,,KARNATAKA,
17872,590005,BELAGAVI,,KARNATAKA,
17873,591346,BELAGAVI,,KARNATAKA,
17874,591108,BELAGAVI,,KARNATAKA,
17875,591301,BELAGAVI,,KARNATAKA,
17876,591124,BELAGAVI,,KARNATAKA,
17877,583154,BALLARI,,KARNATAKA,
17878,585444,BIDAR,,KARNATAKA,
17879,586113,BAGALKOT,,KARNATAKA,
17880,591303,BELAGAVI,,KARNATAKA,
17881,591242,BELAGAVI,,KARNATAKA,
17882,591217,BELAGAVI,,KARNATAKA,
17883,591229,BELAGAVI,,KARNATAKA,
17884,581195,DHARWAD,,KARNATAKA,
17885,461001,NARSINGHPUR,,MADHYA PRADESH,
17886,461551,HOSHANGABAD,,MADHYA PRADESH,
17887,487337,NARSINGHPUR,,MADHYA PRADESH,
17888,486006,REWA,,MADHYA PRADESH,
