id,pincode,district_id,district,statename,state_id
18416,626121,,Virudhunagar,Tamil Nadu,
18417,626140,,Virudhunagar,Tamil Nadu,
18418,626005,,Virudhunagar,Tamil Nadu,
18419,607101,,Kallakurichi,Tamil Nadu,
18420,639109,,Karur,Tamil Nadu,
18421,639117,,Karur,Tamil Nadu,
18422,621305,,Pudukkottai,Tamil Nadu,
18423,612203,,Thiruvarur,Tamil Nadu,
18424,612401,,Thanjavur,Tamil Nadu,
18425,612303,,Thanjavur,Tamil Nadu,
18426,609301,,Mayiladuthurai,Tamil Nadu,
18427,609103,,Mayiladuthurai,Tamil Nadu,
18428,609302,,Mayiladuthurai,Tamil Nadu,
18429,609202,,Mayiladuthurai,Tamil Nadu,
18430,609503,,Nagapattinam,Tamil Nadu,
18431,609115,,Mayiladuthurai,Tamil Nadu,
18432,609606,,Karaikal,Puducherry,
18433,610204,,Nagapattinam,Tamil Nadu,
18434,610205,,Thiruvarur,Tamil Nadu,
18435,610005,,Thiruvarur,Tamil Nadu,
18436,622103,,Pudukkottai,Tamil Nadu,
18437,622412,,Pudukkottai,Tamil Nadu,
18438,621103,,Perambalur,Tamil Nadu,
18439,621133,,Perambalur,Tamil Nadu,
18440,621717,,Perambalur,Tamil Nadu,
18441,621014,,Tiruchirappalli,Tamil Nadu,
18442,621011,,Salem,Tamil Nadu,
18443,613105,,Thanjavur,Tamil Nadu,
18444,247771,,Muzaffarnagar,Uttar Pradesh,
18445,251301,,Shamli,Uttar Pradesh,
18446,247662,,Haridwar,Uttarakhand,
18447,276406,,Mau,Uttar Pradesh,
18448,275103,,Mau,Uttar Pradesh,
18449,276405,,Mau,Uttar Pradesh,
18450,271901,,Bahraich,Uttar Pradesh,
18451,271307,,Gonda,Uttar Pradesh,
18452,713427,,Hooghly,West Bengal,
18453,713502,,Nadia,West Bengal,
18454,711307,,Howrah,West Bengal,
18455,711109,,Howrah,West Bengal,
18456,711409,,Howrah,West Bengal,
18457,721516,,Medinipur West,West Bengal,
18458,721128,,Medinipur West,West Bengal,
18459,721128,,Jhargram,West Bengal,
18460,721637,,Medinipur East,West Bengal,
18461,721153,,Medinipur West,West Bengal,
18462,721644,,Medinipur East,West Bengal,
18463,509125,,Jogulamba Gadwal,Telangana,
18464,503224,,Nizamabad,Telangana,
18465,508207,,Nalgonda,Telangana,
18466,509103,,Wanaparthy,Telangana,
18467,515201,,Sri Sathya Sai,Andhra Pradesh,
18468,517644,,Tirupati,Andhra Pradesh,
18469,517501,,Tirupati,Andhra Pradesh,
18470,524101,,Tirupati,Andhra Pradesh,
18471,523240,,Prakasam,Andhra Pradesh,
18472,533001,,Kakinada,Andhra Pradesh,
18473,787001,,Lakhimpur,Assam,
18474,782460,,Karbi Anglong,Assam,
18475,781301,,Barpeta,Assam,
18476,784125,,Darrang,Assam,
18477,854301,,Purnia,Bihar,
18478,852131,,Supaul,Bihar,
18479,841418,,Saran,Bihar,
18480,813102,,Banka,Bihar,
18481,110052,,North,Delhi,
18482,383001,,Sabar Kantha,Gujarat,
18483,364001,,Bhavnagar,Gujarat,
18484,387411,,Kheda,Gujarat,
18485,396445,,Navsari,Gujarat,
18486,180004,,Jammu,Jammu And Kashmir,
18487,571401,,Mandya,Karnataka,
18488,570009,,Mysuru,Karnataka,
18489,683542,,Ernakulam,Kerala,
18490,686507,,Kottayam,Kerala,
18491,682011,,Ernakulam,Kerala,
18492,685508,,Idukki,Kerala,
18493,686575,,Kottayam,Kerala,
18494,686141,,Kottayam,Kerala,
18495,680503,,Thrissur,Kerala,
18496,680001,,Thrissur,Kerala,
18497,689101,,Pathanamthitta,Kerala,
18498,673121,,Wayanad,Kerala,
18499,673305,,Kozhikode,Kerala,
18500,673101,,Kozhikode,Kerala,
18501,416003,,Kolhapur,Maharashtra,
18502,400071,,Mumbai Suburban,Maharashtra,
18503,400091,,Mumbai Suburban,Maharashtra,
18504,441001,,Nagpur,Maharashtra,
18505,431401,,Parbhani,Maharashtra,
18506,797001,,Kohima,Nagaland,
18507,799120,,Gomati,Tripura,
18508,799250,,North Tripura,Tripura,
18509,313004,,Udaipur,Rajasthan,
18510,632401,,Ranipet,Tamil Nadu,
18511,600004,,Chennai,Tamil Nadu,
18512,641001,,Coimbatore,Tamil Nadu,
18513,624208,,Dindigul,Tamil Nadu,
18514,623501,,Ramanathapuram,Tamil Nadu,
18515,625513,,Theni,Tamil Nadu,
18516,612002,,Thanjavur,Tamil Nadu,
18517,621601,,Tiruchirappalli,Tamil Nadu,
18518,271001,,Gonda,Uttar Pradesh,
18519,208001,,Fatehpur,Uttar Pradesh,
18520,201001,,Ghaziabad,Uttar Pradesh,
18521,700033,,Kolkata,West Bengal,
18522,743331,,24 Paraganas South,West Bengal,
18523,737101,,East District,Sikkim,
18524,721507,,Jhargram,West Bengal,
18525,504218,,Mancherial,Telangana,
18526,504220,,Mancherial,Telangana,
18527,506146,,Jangoan,Telangana,
18528,509001,,Mahabubnagar,Telangana,
18529,505101,,Hanumakonda,Telangana,
18530,505480,,Hanumakonda,Telangana,
18531,505215,,Peddapalli,Telangana,
18532,505214,,Peddapalli,Telangana,
18533,509326,,Nagarkurnool,Telangana,
18534,500109,,Hyderabad,Telangana,
18535,500032,,Hyderabad,Telangana,
18536,500029,,Hyderabad,Telangana,
18537,500031,,Hyderabad,Telangana,
18538,500012,,Hyderabad,Telangana,
18539,500065,,Hyderabad,Telangana,
18540,500048,,Ranga Reddy,Telangana,
18541,500058,,Hyderabad,Telangana,
18542,500069,,Ranga Reddy,Telangana,
18543,500030,,Ranga Reddy,Telangana,
18544,500098,,Medchal Malkajgiri,Telangana,
18545,500062,,Medchal Malkajgiri,Telangana,
18546,500080,,Hyderabad,Telangana,
18547,500017,,Hyderabad,Telangana,
18548,500103,,Medchal Malkajgiri,Telangana,
18549,500301,,Medchal Malkajgiri,Telangana,
18550,500050,,Ranga Reddy,Telangana,
18551,500042,,Medchal Malkajgiri,Telangana,
18552,500072,,Medchal Malkajgiri,Telangana,
18553,500047,,Medchal Malkajgiri,Telangana,
18554,515006,,Anantapur,Andhra Pradesh,
18555,515872,,Anantapur,Andhra Pradesh,
18556,516247,,Y.S.R.,Andhra Pradesh,
18557,515591,,Anantapur,Andhra Pradesh,
18558,515134,,Anantapur,Andhra Pradesh,
18559,518005,,Kurnool,Andhra Pradesh,
18560,516329,,Y.S.R.,Andhra Pradesh,
18561,517509,,Chittoor,Andhra Pradesh,
18562,521390,,Krishna,Andhra Pradesh,
18563,522015,,Guntur,Andhra Pradesh,
18564,522002,,Guntur,Andhra Pradesh,
18565,523261,,Bapatla,Andhra Pradesh,
18566,534350,,West Godavari,Andhra Pradesh,
18567,520010,,Ntr,Andhra Pradesh,
18568,533215,,Konaseema,Andhra Pradesh,
18569,533219,,Konaseema,Andhra Pradesh,
18570,533003,,East Godavari,Andhra Pradesh,
18571,533003,,Kakinada,Andhra Pradesh,
18572,533004,,East Godavari,Andhra Pradesh,
18573,535501,,Parvathipuram Manyam,Andhra Pradesh,
18574,530002,,Visakhapatanam,Andhra Pradesh,
18575,530041,,Visakhapatanam,Andhra Pradesh,
18576,530026,,Visakhapatanam,Andhra Pradesh,
18577,530009,,Visakhapatanam,Andhra Pradesh,
18578,530005,,Visakhapatanam,Andhra Pradesh,
18579,530046,,Visakhapatanam,Andhra Pradesh,
18580,530015,,Visakhapatanam,Andhra Pradesh,
18581,530053,,Visakhapatanam,Andhra Pradesh,
18582,535214,,Vizianagaram,Andhra Pradesh,
18583,786623,,Dibrugarh,Assam,
18584,785610,,Golaghat,Assam,
18585,785625,,Golaghat,Assam,
18586,786153,,Tinsukia,Assam,
18587,786155,,Tinsukia,Assam,
18588,783133,,Goalpara,Assam,
18589,783386,,Chirang,Assam,
18590,781006,,Kamrup Metro,Assam,
18591,781009,,Kamrup Metro,Assam,
18592,781016,,Kamrup Metro,Assam,
18593,781022,,Kamrup Metro,Assam,
18594,781020,,Kamrup Metro,Assam,
18595,781128,,Kamrup,Assam,
18596,781325,,Barpeta,Assam,
18597,788738,,Hailakandi,Assam,
18598,784026,,Sonitpur,Assam,
18599,784104,,Sonitpur,Assam,
18600,851121,,Begusarai,Bihar,
18601,851110,,Begusarai,Bihar,
18602,846010,,Darbhanga,Bihar,
18603,854109,,Katihar,Bihar,
18604,854340,,Supaul,Bihar,
18605,841404,,Siwan,Bihar,
18606,841446,,Siwan,Bihar,
18607,812003,,Bhagalpur,Bihar,
18608,802157,,Bhojpur,Bihar,
18609,804408,,Jehanabad,Bihar,
18610,803121,,Nalanda,Bihar,
18611,800005,,Patna,Bihar,
18612,800032,,Patna,Bihar,
18613,800011,,Patna,Bihar,
18614,800027,,Patna,Bihar,
18615,800015,,Patna,Bihar,
18616,495455,,Korba,Chhattisgarh,
18617,495452,,Korba,Chhattisgarh,
18618,495444,,Korba,Chhattisgarh,
18619,497446,,Korea,Chhattisgarh,
18620,497557,,Korea,Chhattisgarh,
18621,497450,,Korea,Chhattisgarh,
18622,492012,,Raipur,Chhattisgarh,
18623,110195,,Shahdara,Delhi,
18624,110051,,East,Delhi,
18625,110042,,North West,Delhi,
18626,110056,,North West,Delhi,
18627,110049,,South East,Delhi,
18628,110014,,South East,Delhi,
18629,110124,,South,Delhi,
18630,110038,,New Delhi,Delhi,
18631,110058,,West,Delhi,
18632,380019,,Ahmadabad,Gujarat,
18633,380021,,Ahmadabad,Gujarat,
18634,382345,,Ahmadabad,Gujarat,
18635,382475,,Ahmadabad,Gujarat,
18636,382350,,Ahmadabad,Gujarat,
18637,380026,,Ahmadabad,Gujarat,
18638,382428,,Ahmadabad,Gujarat,
18639,382030,,Gandhinagar,Gujarat,
18640,384003,,Mahesana,Gujarat,
18641,384160,,Mahesana,Gujarat,
18642,364081,,Bhavnagar,Gujarat,
18643,360465,,Rajkot,Gujarat,
18644,361003,,Jamnagar,Gujarat,
18645,361350,,Devbhumi Dwarka,Gujarat,
18646,361004,,Jamnagar,Gujarat,
18647,362715,,Gir Somnath,Gujarat,
18648,362520,,Diu,The Dadra And Nagar Haveli And Daman And Diu,
18649,362540,,Diu,The Dadra And Nagar Haveli And Daman And Diu,
18650,360028,,Rajkot,Gujarat,
18651,388110,,Anand,Gujarat,
18652,388215,,Anand,Gujarat,
18653,394660,,Tapi,Gujarat,
18654,394326,,Surat,Gujarat,
18655,392180,,Bharuch,Gujarat,
18656,388421,,Anand,Gujarat,
18657,389001,,Panch Mahals,Gujarat,
18658,395023,,Surat,Gujarat,
18659,394221,,Surat,Gujarat,
18660,395010,,Surat,Gujarat,
18661,390013,,Vadodara,Gujarat,
18662,390011,,Vadodara,Gujarat,
18663,390020,,Vadodara,Gujarat,
18664,391345,,Vadodara,Gujarat,
18665,390007,,Vadodara,Gujarat,
18666,390023,,Vadodara,Gujarat,
18667,396140,,Valsad,Gujarat,
18668,396002,,Valsad,Gujarat,
18669,134107,,Panchkula,Haryana,
18670,134105,,Panchkula,Haryana,
18671,121005,,Faridabad,Haryana,
18672,122008,,Gurugram,Haryana,
18673,122009,,Gurugram,Haryana,
18674,122052,,Gurugram,Haryana,
18675,122016,,Gurugram,Haryana,
18676,122007,,Gurugram,Haryana,
18677,122414,,Gurugram,Haryana,
18678,124141,,Jhajjar,Haryana,
18679,124515,,Rohtak,Haryana,
18680,176305,,Chamba,Himachal Pradesh,
18681,176066,,Kangra,Himachal Pradesh,
18682,176062,,Kangra,Himachal Pradesh,
18683,176075,,Kangra,Himachal Pradesh,
18684,175075,,Mandi,Himachal Pradesh,
18685,175002,,Mandi,Himachal Pradesh,
18686,172031,,Shimla,Himachal Pradesh,
18687,172021,,Shimla,Himachal Pradesh,
18688,171008,,Shimla,Himachal Pradesh,
18689,171013,,Shimla,Himachal Pradesh,
18690,171015,,Shimla,Himachal Pradesh,
18691,173201,,Solan,Himachal Pradesh,
18692,173204,,Solan,Himachal Pradesh,
18693,173223,,Solan,Himachal Pradesh,
18694,177202,,Una,Himachal Pradesh,
18695,177219,,Una,Himachal Pradesh,
18696,193504,,Ganderbal,Jammu And Kashmir,
18697,180015,,Jammu,Jammu And Kashmir,
18698,181143,,Jammu,Jammu And Kashmir,
18699,180006,,Jammu,Jammu And Kashmir,
18700,181008,,Jammu,Jammu And Kashmir,
18701,180016,,Jammu,Jammu And Kashmir,
18702,180018,,Jammu,Jammu And Kashmir,
18703,194105,,Kargil,Ladakh,
18704,190005,,Srinagar,Jammu And Kashmir,
18705,190012,,Srinagar,Jammu And Kashmir,
18706,827003,,Bokaro,Jharkhand,
18707,828128,,Dhanbad,Jharkhand,
18708,828119,,Dhanbad,Jharkhand,
18709,828127,,Dhanbad,Jharkhand,
18710,826008,,Dhanbad,Jharkhand,
18711,826011,,Dhanbad,Jharkhand,
18712,825315,,Hazaribagh,Jharkhand,
18713,829135,,Ramgarh,Jharkhand,
18714,829129,,Ramgarh,Jharkhand,
18715,829131,,Ramgarh,Jharkhand,
18716,814116,,Deoghar,Jharkhand,
18717,833212,,West Singhbhum,Jharkhand,
18718,831007,,East Singhbum,Jharkhand,
18719,831015,,East Singhbum,Jharkhand,
18720,831014,,Saraikela Kharsawan,Jharkhand,
18721,831016,,East Singhbum,Jharkhand,
18722,560093,,Bengaluru Urban,Karnataka,
18723,560071,,Bengaluru Urban,Karnataka,
18724,560036,,Bengaluru Urban,Karnataka,
18725,560075,,Bengaluru Urban,Karnataka,
18726,560115,,Bengaluru Urban,Karnataka,
18727,560080,,Bengaluru Urban,Karnataka,
18728,560033,,Bengaluru Urban,Karnataka,
18729,560027,,Bengaluru Urban,Karnataka,
18730,560054,,Bengaluru Urban,Karnataka,
18731,560057,,Bengaluru Urban,Karnataka,
18732,560009,,Bengaluru Urban,Karnataka,
18733,560023,,Bengaluru Urban,Karnataka,
18734,560086,,Bengaluru Urban,Karnataka,
18735,560003,,Bengaluru Urban,Karnataka,
18736,560040,,Bengaluru Urban,Karnataka,
18737,587156,,Bagalkot,Karnataka,
18738,590003,,Belagavi,Karnataka,
18739,590011,,Belagavi,Karnataka,
18740,583215,,Vijaynagar,Karnataka,
18741,583131,,Ballari,Karnataka,
18742,583201,,Ballari,Karnataka,
18743,583134,,Ballari,Karnataka,
18744,583225,,Vijaynagar,Karnataka,
18745,585448,,Bidar,Karnataka,
18746,580004,,Dharwad,Karnataka,
18747,580020,,Dharwad,Karnataka,
18748,580030,,Dharwad,Karnataka,
18749,582206,,Gadag,Karnataka,
18750,585101,,Kalaburagi,Karnataka,
18751,585107,,Kalaburagi,Karnataka,
18752,585219,,Yadgir,Karnataka,
18753,581400,,Uttara Kannada,Karnataka,
18754,581121,,Uttara Kannada,Karnataka,
18755,577137,,Chikkamagaluru,Karnataka,
18756,577003,,Davangere,Karnataka,
18757,573162,,Hassan,Karnataka,
18758,563115,,Kolar,Karnataka,
18759,563117,,Kolar,Karnataka,
18760,563119,,Kolar,Karnataka,
18761,575006,,Dakshina Kannada,Karnataka,
18762,575002,,Dakshina Kannada,Karnataka,
18763,570031,,Mysuru,Karnataka,
18764,570030,,Mysuru,Karnataka,
18765,570020,,Mysuru,Karnataka,
18766,570032,,Mysuru,Karnataka,
18767,570034,,Mysuru,Karnataka,
18768,571190,,Mysuru,Karnataka,
18769,574327,,Dakshina Kannada,Karnataka,
18770,574324,,Dakshina Kannada,Karnataka,
18771,576218,,Udupi,Karnataka,
18772,574111,,Udupi,Karnataka,
18773,574112,,Udupi,Karnataka,
18774,574113,,Udupi,Karnataka,
18775,688005,,Alappuzha,Kerala,
18776,688502,,Alappuzha,Kerala,
18777,683502,,Ernakulam,Kerala,
18778,683111,,Ernakulam,Kerala,
18779,683589,,Ernakulam,Kerala,
18780,683563,,Ernakulam,Kerala,
18781,683515,,Ernakulam,Kerala,
18782,683580,,Ernakulam,Kerala,
18783,683548,,Ernakulam,Kerala,
18784,686106,,Kottayam,Kerala,
18785,686531,,Kottayam,Kerala,
18786,686555,,Kottayam,Kerala,
18787,682024,,Ernakulam,Kerala,
18788,682026,,Ernakulam,Kerala,
18789,682020,,Ernakulam,Kerala,
18790,682039,,Ernakulam,Kerala,
18791,682032,,Ernakulam,Kerala,
18792,683501,,Ernakulam,Kerala,
18793,682019,,Ernakulam,Kerala,
18794,682501,,Ernakulam,Kerala,
18795,682505,,Ernakulam,Kerala,
18796,682005,,Ernakulam,Kerala,
18797,682556,,Lakshadweep District,Lakshadweep,
18798,685591,,Idukki,Kerala,
18799,680307,,Thrissur,Kerala,
18800,680689,,Thrissur,Kerala,
18801,680122,,Thrissur,Kerala,
18802,680691,,Thrissur,Kerala,
18803,680712,,Thrissur,Kerala,
18804,680566,,Thrissur,Kerala,
18805,680562,,Thrissur,Kerala,
18806,680570,,Thrissur,Kerala,
18807,686041,,Kottayam,Kerala,
18808,686007,,Kottayam,Kerala,
18809,686122,,Kottayam,Kerala,
18810,690532,,Alappuzha,Kerala,
18811,690502,,Alappuzha,Kerala,
18812,689623,,Alappuzha,Kerala,
18813,679561,,Thrissur,Kerala,
18814,679562,,Thrissur,Kerala,
18815,680618,,Thrissur,Kerala,
18816,680620,,Thrissur,Kerala,
18817,680611,,Thrissur,Kerala,
18818,680613,,Thrissur,Kerala,
18819,680616,,Thrissur,Kerala,
18820,680617,,Thrissur,Kerala,
18821,680545,,Thrissur,Kerala,
18822,680002,,Thrissur,Kerala,
18823,680022,,Thrissur,Kerala,
18824,680021,,Thrissur,Kerala,
18825,680654,,Thrissur,Kerala,
18826,691556,,Pathanamthitta,Kerala,
18827,689644,,Pathanamthitta,Kerala,
18828,689666,,Pathanamthitta,Kerala,
18829,691584,,Kollam,Kerala,
18830,691590,,Kollam,Kerala,
18831,691003,,Kollam,Kerala,
18832,691301,,Kollam,Kerala,
18833,691304,,Kollam,Kerala,
18834,689506,,Alappuzha,Kerala,
18835,689112,,Pathanamthitta,Kerala,
18836,689586,,Pathanamthitta,Kerala,
18837,695142,,Thiruvananthapuram,Kerala,
18838,695612,,Thiruvananthapuram,Kerala,
18839,695585,,Thiruvananthapuram,Kerala,
18840,695317,,Thiruvananthapuram,Kerala,
18841,695001,,Thiruvananthapuram,Kerala,
18842,695036,,Thiruvananthapuram,Kerala,
18843,695023,,Thiruvananthapuram,Kerala,
18844,695588,,Thiruvananthapuram,Kerala,
18845,695042,,Thiruvananthapuram,Kerala,
18846,695570,,Thiruvananthapuram,Kerala,
18847,673020,,Kozhikode,Kerala,
18848,673632,,Kozhikode,Kerala,
18849,673027,,Kozhikode,Kerala,
18850,670002,,Kannur,Kerala,
18851,670358,,Kannur,Kerala,
18852,670310,,Kannur,Kerala,
18853,670567,,Kannur,Kerala,
18854,671326,,Kasaragod,Kerala,
18855,671351,,Kasaragod,Kerala,
18856,673647,,Malappuram,Kerala,
18857,679123,,Palakkad,Kerala,
18858,678597,,Palakkad,Kerala,
18859,679301,,Palakkad,Kerala,
18860,678704,,Palakkad,Kerala,
18861,678685,,Palakkad,Kerala,
18862,678571,,Palakkad,Kerala,
18863,678705,,Palakkad,Kerala,
18864,678507,,Palakkad,Kerala,
18865,678688,,Palakkad,Kerala,
18866,678641,,Palakkad,Kerala,
18867,678732,,Palakkad,Kerala,
18868,678013,,Palakkad,Kerala,
18869,678001,,Palakkad,Kerala,
18870,678051,,Palakkad,Kerala,
18871,670662,,Kannur,Kerala,
18872,670701,,Kannur,Kerala,
18873,670101,,Kannur,Kerala,
18874,679587,,Malappuram,Kerala,
18875,679591,,Malappuram,Kerala,
18876,676302,,Malappuram,Kerala,
18877,676101,,Malappuram,Kerala,
18878,676104,,Malappuram,Kerala,
18879,673309,,Kozhikode,Kerala,
18880,462100,,Bhopal,Madhya Pradesh,
18881,462040,,Bhopal,Madhya Pradesh,
18882,462028,,Bhopal,Madhya Pradesh,
18883,480442,,Chhindwara,Madhya Pradesh,
18884,486003,,Rewa,Madhya Pradesh,
18885,484336,,Anuppur,Madhya Pradesh,
18886,452013,,Indore,Madhya Pradesh,
18887,452012,,Indore,Madhya Pradesh,
18888,452011,,Indore,Madhya Pradesh,
18889,452009,,Indore,Madhya Pradesh,
18890,482010,,Jabalpur,Madhya Pradesh,
18891,450551,,Khargone,Madhya Pradesh,
18892,403725,,South Goa,Goa,
18893,403602,,South Goa,Goa,
18894,403601,,South Goa,Goa,
18895,403804,,South Goa,Goa,
18896,403202,,North Goa,Goa,
18897,403002,,North Goa,Goa,
18898,403110,,North Goa,Goa,
18899,403105,,North Goa,Goa,
18900,403203,,North Goa,Goa,
18901,403526,,North Goa,Goa,
18902,403402,,North Goa,Goa,
18903,416414,,Sangli,Maharashtra,
18904,416436,,Sangli,Maharashtra,
18905,415418,,Sangli,Maharashtra,
18906,416805,,Sindhudurg,Maharashtra,
18907,400031,,Mumbai,Maharashtra,
18908,400051,,Mumbai Suburban,Maharashtra,
18909,400052,,Mumbai Suburban,Maharashtra,
18910,400096,,Mumbai Suburban,Maharashtra,
18911,400042,,Mumbai Suburban,Maharashtra,
18912,400087,,Mumbai Suburban,Maharashtra,
18913,400077,,Mumbai Suburban,Maharashtra,
18914,400065,,Mumbai Suburban,Maharashtra,
18915,400028,,Mumbai,Maharashtra,
18916,400006,,Mumbai,Maharashtra,
18917,400035,,Mumbai,Maharashtra,
18918,400032,,Mumbai,Maharashtra,
18919,400701,,Thane,Maharashtra,
18920,400614,,Thane,Maharashtra,
18921,400705,,Thane,Maharashtra,
18922,410209,,Raigad,Maharashtra,
18923,402204,,Raigad,Maharashtra,
18924,421005,,Thane,Maharashtra,
18925,400603,,Thane,Maharashtra,
18926,400602,,Thane,Maharashtra,
18927,401402,,Palghar,Maharashtra,
18928,401107,,Thane,Maharashtra,
18929,401209,,Palghar,Maharashtra,
18930,401305,,Palghar,Maharashtra,
18931,442401,,Chandrapur,Maharashtra,
18932,440032,,Nagpur,Maharashtra,
18933,440018,,Nagpur,Maharashtra,
18934,440037,,Nagpur,Maharashtra,
18935,440014,,Nagpur,Maharashtra,
18936,440025,,Nagpur,Maharashtra,
18937,440030,,Nagpur,Maharashtra,
18938,440020,,Nagpur,Maharashtra,
18939,440021,,Nagpur,Maharashtra,
18940,441303,,Nagpur,Maharashtra,
18941,414003,,Ahmednagar,Maharashtra,
18942,413212,,Solapur,Maharashtra,
18943,413118,,Solapur,Maharashtra,
18944,411032,,Pune,Maharashtra,
18945,411039,,Pune,Maharashtra,
18946,411031,,Pune,Maharashtra,
18947,411014,,Pune,Maharashtra,
18948,411047,,Pune,Maharashtra,
18949,411040,,Pune,Maharashtra,
18950,411051,,Pune,Maharashtra,
18951,411067,,Pune,Maharashtra,
18952,412304,,Pune,Maharashtra,
18953,413116,,Pune,Maharashtra,
18954,415517,,Satara,Maharashtra,
18955,413713,,Ahmednagar,Maharashtra,
18956,413707,,Ahmednagar,Maharashtra,
18957,413005,,Solapur,Maharashtra,
18958,413007,,Solapur,Maharashtra,
18959,431003,,Aurangabad,Maharashtra,
18960,424005,,Dhule,Maharashtra,
18961,424101,,Jalgaon,Maharashtra,
18962,423108,,Nashik,Maharashtra,
18963,431724,,Nanded,Maharashtra,
18964,422009,,Nashik,Maharashtra,
18965,422222,,Nashik,Maharashtra,
18966,422301,,Nashik,Maharashtra,
18967,422201,,Nashik,Maharashtra,
18968,422006,,Nashik,Maharashtra,
18969,413625,,Osmanabad,Maharashtra,
18970,795101,,Kakching,Manipur,
18971,796161,,Aizawl,Mizoram,
18972,796101,,Kolasib,Mizoram,
18973,796006,,Aizawl,Mizoram,
18974,798628,,Kohima,Nagaland,
18975,798617,,Kohima,Nagaland,
18976,799014,,West Tripura,Tripura,
18977,799022,,West Tripura,Tripura,
18978,799202,,Khowai,Tripura,
18979,793107,,East Khasi Hills,Meghalaya,
18980,793104,,Ri Bhoi,Meghalaya,
18981,794113,,West Garo Hills,Meghalaya,
18982,752116,,Puri,Odisha,
18983,751012,,Khordha,Odisha,
18984,751010,,Khordha,Odisha,
18985,751023,,Khordha,Odisha,
18986,751005,,Khordha,Odisha,
18987,754012,,Khordha,Odisha,
18988,753015,,Cuttack,Odisha,
18989,754013,,Cuttack,Odisha,
18990,754203,,Cuttack,Odisha,
18991,753006,,Cuttack,Odisha,
18992,753012,,Cuttack,Odisha,
18993,755049,,Jajapur,Odisha,
18994,754240,,Kendrapara,Odisha,
18995,754120,,Jagatsinghapur,Odisha,
18996,754135,,Jagatsinghapur,Odisha,
18997,754103,,Jagatsinghapur,Odisha,
18998,759037,,Anugul,Odisha,
18999,759122,,Anugul,Odisha,
19000,758037,,Kendujhar,Odisha,
19001,768031,,Bargarh,Odisha,
19002,768002,,Sambalpur,Odisha,
19003,769006,,Sundargarh,Odisha,
19004,769016,,Sundargarh,Odisha,
19005,763001,,Koraput,Odisha,
19006,765011,,Rayagada,Odisha,
19007,160011,,Chandigarh,Chandigarh,
19008,160019,,Chandigarh,Chandigarh,
19009,160036,,Chandigarh,Chandigarh,
19010,160009,,Chandigarh,Chandigarh,
19011,160006,,Chandigarh,Chandigarh,
19012,141004,,Ludhiana,Punjab,
19013,141106,,Ludhiana,Punjab,
19014,147008,,Patiala,Punjab,
19015,140601,,S.A.S Nagar,Punjab,
19016,152001,,Firozepur,Punjab,
19017,143533,,Pathankot,Punjab,
19018,144007,,Jalandhar,Punjab,
19019,144006,,Jalandhar,Punjab,
19020,144027,,Jalandhar,Punjab,
19021,144803,,Jalandhar,Punjab,
19022,144408,,Kapurthala,Punjab,
19023,323305,,Chittorgarh,Rajasthan,
19024,312629,,Chittorgarh,Rajasthan,
19025,327024,,Banswara,Rajasthan,
19026,324007,,Kota,Rajasthan,
19027,324003,,Kota,Rajasthan,
19028,323615,,Bundi,Rajasthan,
19029,313002,,Udaipur,Rajasthan,
19030,302028,,Jaipur,Rajasthan,
19031,302016,,Jaipur,Rajasthan,
19032,302042,,Jaipur,Rajasthan,
19033,303123,,Jaipur,Rajasthan,
19034,303121,,Jaipur,Rajasthan,
19035,334002,,Raipur,Chhattisgarh,
19036,333701,,Jhunjhunu,Rajasthan,
19037,342003,,Jodhpur,Rajasthan,
19038,332305,,Sikar,Rajasthan,
19039,335525,,Hanumangarh,Rajasthan,
19040,600002,,Chennai,Tamil Nadu,
19041,631001,,Ranipet,Tamil Nadu,
19042,631005,,Ranipet,Tamil Nadu,
19043,603211,,Chengalpattu,Tamil Nadu,
19044,603307,,Chengalpattu,Tamil Nadu,
19045,600086,,Chennai,Tamil Nadu,
19046,600107,,Chennai,Tamil Nadu,
19047,600035,,Chennai,Tamil Nadu,
19048,600084,,Chennai,Tamil Nadu,
19049,600039,,Chennai,Tamil Nadu,
19050,600025,,Chennai,Tamil Nadu,
19051,600078,,Chennai,Tamil Nadu,
19052,600096,,Chennai,Tamil Nadu,
19053,600022,,Chennai,Tamil Nadu,
19054,600089,,Chennai,Tamil Nadu,
19055,600119,,Chennai,Tamil Nadu,
19056,600013,,Chennai,Tamil Nadu,
19057,600021,,Chennai,Tamil Nadu,
19058,602106,,Kanchipuram,Tamil Nadu,
