id,pincode,district_id,district,statename,state_id
17769,361007,,Jamnagar,Gujarat,
17770,361011,,Jamnagar,Gujarat,
17771,362269,,Gir Somnath,Gujarat,
17772,362230,,Junagadh,Gujarat,
17773,360110,,Jamnagar,Gujarat,
17774,363650,,Rajkot,Gujarat,
17775,363520,,Rajkot,Gujarat,
17776,388315,,Anand,Gujarat,
17777,388560,,Anand,Gujarat,
17778,388255,,Kheda,Gujarat,
17779,394317,,Surat,Gujarat,
17780,394155,,Surat,Gujarat,
17781,394185,,Surat,Gujarat,
17782,394315,,Surat,Gujarat,
17783,394352,,Surat,Gujarat,
17784,394716,,Tapi,Gujarat,
17785,394246,,Tapi,Gujarat,
17786,848210,,Begusarai,Bihar,
17787,848131,,Samastipur,Bihar,
17788,841201,,Saran,Bihar,
17789,843311,,Sitamarhi,Bihar,
17790,813206,,Godda,Jharkhand,
17791,853204,,Madhepura,Bihar,
17792,813209,,Katihar,Bihar,
17793,813108,,Banka,Bihar,
17794,802205,,Rohtas,Bihar,
17795,802161,,Bhojpur,Bihar,
17796,802113,,Buxar,Bihar,
17797,804428,,Arwal,Bihar,
17798,505528,,Rajanna Sircilla,Telangana,
17799,505524,,Rajanna Sircilla,Telangana,
17800,509130,,Narayanpet,Telangana,
17801,509350,,Narayanpet,Telangana,
17802,509339,,Vikarabad,Telangana,
17803,509339,,Mahabubnagar,Telangana,
17804,509335,,Mahabubnagar,Telangana,
17805,509336,,Narayanpet,Telangana,
17806,502303,,Medak,Telangana,
17807,502125,,Medak,Telangana,
17808,503102,,Kamareddy,Telangana,
17809,505514,,Peddapalli,Telangana,
17810,505208,,Peddapalli,Telangana,
17811,502269,,Sangareddy,Telangana,
17812,502345,,Vikarabad,Telangana,
17813,502314,,Medak,Telangana,
17814,509327,,Ranga Reddy,Telangana,
17815,509320,,Ranga Reddy,Telangana,
17816,509357,,Nagarkurnool,Telangana,
17817,509105,,Wanaparthy,Telangana,
17818,506005,,Warangal,Telangana,
17819,500088,,Medchal Malkajgiri,Telangana,
17820,500078,,Medchal Malkajgiri,Telangana,
17821,515003,,Anantapur,Andhra Pradesh,
17822,515465,,Y.S.R.,Andhra Pradesh,
17823,515402,,Anantapur,Andhra Pradesh,
17824,517280,,Annamayya,Andhra Pradesh,
17825,517352,,Annamayya,Andhra Pradesh,
17826,515561,,Sri Sathya Sai,Andhra Pradesh,
17827,515286,,Sri Sathya Sai,Andhra Pradesh,
17828,518432,,Kurnool,Andhra Pradesh,
17829,518508,,Kurnool,Andhra Pradesh,
17830,518468,,Nandyal,Andhra Pradesh,
17831,518217,,Nandyal,Andhra Pradesh,
17832,523357,,Prakasam,Andhra Pradesh,
17833,517507,,Tirupati,Andhra Pradesh,
17834,534208,,West Godavari,Andhra Pradesh,
17835,534244,,West Godavari,Andhra Pradesh,
17836,534134,,Eluru,Andhra Pradesh,
17837,534217,,West Godavari,Andhra Pradesh,
17838,534432,,Eluru,Andhra Pradesh,
17839,534456,,Eluru,Andhra Pradesh,
17840,534449,,Eluru,Andhra Pradesh,
17841,521326,,Eluru,Andhra Pradesh,
17842,521111,,Krishna,Andhra Pradesh,
17843,491331,,Bemetara,Chhattisgarh,
17844,496115,,Jashpur,Chhattisgarh,
17845,493448,,Mahasamund,Chhattisgarh,
17846,110039,,North West,Delhi,
17847,110047,,South,Delhi,
17848,110068,,South,Delhi,
17849,382427,,Ahmadabad,Gujarat,
17850,382419,,Gandhinagar,Gujarat,
17851,382055,,Gandhinagar,Gujarat,
17852,380060,,Ahmadabad,Gujarat,
17853,382740,,Gandhinagar,Gujarat,
17854,384515,,Mahesana,Gujarat,
17855,384550,,Mahesana,Gujarat,
17856,384565,,Mahesana,Gujarat,
17857,504294,,Kumuram Bheem Asifabad,Telangana,
17858,506144,,Hanumakonda,Telangana,
17859,813208,,Sahebganj,Jharkhand,
17860,815117,,Pakur,Jharkhand,
17861,833222,,West Singhbhum,Jharkhand,
17862,832111,,East Singhbum,Jharkhand,
17863,832106,,East Singhbum,Jharkhand,
17864,832107,,Saraikela Kharsawan,Jharkhand,
17865,832113,,Saraikela Kharsawan,Jharkhand,
17866,560087,,Bengaluru Rural,Karnataka,
17867,560105,,Bengaluru Urban,Karnataka,
17868,560082,,Bengaluru Urban,Karnataka,
17869,560089,,Bengaluru Urban,Karnataka,
17870,561205,,Bengaluru Rural,Karnataka,
17871,562135,,Bengaluru Rural,Karnataka,
17872,590005,,Belagavi,Karnataka,
17873,591346,,Belagavi,Karnataka,
17874,591108,,Belagavi,Karnataka,
17875,591301,,Belagavi,Karnataka,
17876,591124,,Belagavi,Karnataka,
17877,583154,,Ballari,Karnataka,
17878,585444,,Bidar,Karnataka,
17879,586113,,Bagalkot,Karnataka,
17880,591303,,Belagavi,Karnataka,
17881,591242,,Belagavi,Karnataka,
17882,591217,,Belagavi,Karnataka,
17883,591229,,Belagavi,Karnataka,
17884,581195,,Dharwad,Karnataka,
17885,461001,,Narsinghpur,Madhya Pradesh,
17886,461551,,Hoshangabad,Madhya Pradesh,
17887,487337,,Narsinghpur,Madhya Pradesh,
17888,486006,,Rewa,Madhya Pradesh,
17889,484116,,Shahdol,Madhya Pradesh,
17890,484447,,Anuppur,Madhya Pradesh,
17891,486887,,Singrauli,Madhya Pradesh,
17892,464672,,Raisen,Madhya Pradesh,
17893,454774,,Dhar,Madhya Pradesh,
17894,483053,,Jabalpur,Madhya Pradesh,
17895,571316,,Chamarajanagara,Karnataka,
17896,574213,,Dakshina Kannada,Karnataka,
17897,574107,,Dakshina Kannada,Karnataka,
17898,574244,,Udupi,Karnataka,
17899,574260,,Dakshina Kannada,Karnataka,
17900,574279,,Dakshina Kannada,Karnataka,
17901,574234,,Kodagu,Karnataka,
17902,577423,,Shivamogga,Karnataka,
17903,577232,,Shivamogga,Karnataka,
17904,577225,,Shivamogga,Karnataka,
17905,576217,,Udupi,Karnataka,
17906,576226,,Udupi,Karnataka,
17907,574115,,Udupi,Karnataka,
17908,688538,,Alappuzha,Kerala,
17909,688524,,Alappuzha,Kerala,
17910,688530,,Alappuzha,Kerala,
17911,688529,,Alappuzha,Kerala,
17912,688540,,Alappuzha,Kerala,
17913,683577,,Ernakulam,Kerala,
17914,686668,,Ernakulam,Kerala,
17915,686663,,Ernakulam,Kerala,
17916,683546,,Ernakulam,Kerala,
17917,686514,,Idukki,Kerala,
17918,686513,,Idukki,Kerala,
17919,682504,,Ernakulam,Kerala,
17920,682310,,Ernakulam,Kerala,
17921,685618,,Idukki,Kerala,
17922,685607,,Idukki,Kerala,
17923,680317,,Thrissur,Kerala,
17924,680734,,Thrissur,Kerala,
17925,680121,,Thrissur,Kerala,
17926,680125,,Thrissur,Kerala,
17927,680669,,Thrissur,Kerala,
17928,686008,,Kottayam,Kerala,
17929,686602,,Kottayam,Kerala,
17930,686017,,Kottayam,Kerala,
17931,686516,,Kottayam,Kerala,
17932,686584,,Kottayam,Kerala,
17933,686571,,Kottayam,Kerala,
17934,690572,,Alappuzha,Kerala,
17935,690506,,Alappuzha,Kerala,
17936,690509,,Alappuzha,Kerala,
17937,690108,,Alappuzha,Kerala,
17938,689505,,Alappuzha,Kerala,
17939,690102,,Alappuzha,Kerala,
17940,680102,,Thrissur,Kerala,
17941,680544,,Thrissur,Kerala,
17942,680602,,Thrissur,Kerala,
17943,679532,,Thrissur,Kerala,
17944,680583,,Thrissur,Kerala,
17945,689625,,Pathanamthitta,Kerala,
17946,689699,,Pathanamthitta,Kerala,
17947,691308,,Kollam,Kerala,
17948,691585,,Kollam,Kerala,
17949,691004,,Kollam,Kerala,
17950,691538,,Kollam,Kerala,
17951,689126,,Alappuzha,Kerala,
17952,689614,,Pathanamthitta,Kerala,
17953,689549,,Pathanamthitta,Kerala,
17954,689543,,Pathanamthitta,Kerala,
17955,689123,,Alappuzha,Kerala,
17956,689544,,Pathanamthitta,Kerala,
17957,689571,,Alappuzha,Kerala,
17958,695610,,Thiruvananthapuram,Kerala,
17959,695305,,Thiruvananthapuram,Kerala,
17960,695312,,Thiruvananthapuram,Kerala,
17961,695028,,Thiruvananthapuram,Kerala,
17962,695503,,Thiruvananthapuram,Kerala,
17963,695524,,Thiruvananthapuram,Kerala,
17964,695512,,Thiruvananthapuram,Kerala,
17965,695502,,Thiruvananthapuram,Kerala,
17966,695523,,Thiruvananthapuram,Kerala,
17967,695527,,Thiruvananthapuram,Kerala,
17968,695568,,Thiruvananthapuram,Kerala,
17969,695561,,Thiruvananthapuram,Kerala,
17970,695010,,Thiruvananthapuram,Kerala,
17971,673029,,Kozhikode,Kerala,
17972,673123,,Wayanad,Kerala,
17973,673124,,Wayanad,Kerala,
17974,670012,,Kannur,Kerala,
17975,670592,,Kannur,Kerala,
17976,670613,,Kannur,Kerala,
17977,583282,,Koppal,Karnataka,
17978,591221,,Belagavi,Karnataka,
17979,585210,,Kalaburagi,Karnataka,
17980,581106,,Haveri,Karnataka,
17981,581145,,Haveri,Karnataka,
17982,581316,,Uttara Kannada,Karnataka,
17983,581302,,Uttara Kannada,Karnataka,
17984,581352,,Uttara Kannada,Karnataka,
17985,581356,,Uttara Kannada,Karnataka,
17986,577138,,Chikkamagaluru,Karnataka,
17987,577160,,Chikkamagaluru,Karnataka,
17988,573210,,Hassan,Karnataka,
17989,573136,,Hassan,Karnataka,
17990,571249,,Kodagu,Karnataka,
17991,571250,,Kodagu,Karnataka,
17992,563123,,Chikkaballapura,Karnataka,
17993,571606,,Mandya,Karnataka,
17994,571431,,Mandya,Karnataka,
17995,575028,,Dakshina Kannada,Karnataka,
17996,575013,,Dakshina Kannada,Karnataka,
17997,570008,,Mysuru,Karnataka,
17998,570018,,Mysuru,Karnataka,
17999,571134,,Mysuru,Karnataka,
18000,125113,,Fatehabad,Haryana,
18001,124202,,Jhajjar,Haryana,
18002,131023,,Sonipat,Haryana,
18003,131403,,Sonipat,Haryana,
18004,176067,,Kangra,Himachal Pradesh,
18005,176077,,Kangra,Himachal Pradesh,
18006,174405,,Hamirpur,Himachal Pradesh,
18007,176043,,Hamirpur,Himachal Pradesh,
18008,174024,,Bilaspur,Himachal Pradesh,
18009,176108,,Hamirpur,Himachal Pradesh,
18010,177038,,Una,Himachal Pradesh,
18011,177038,,Hamirpur,Himachal Pradesh,
18012,175005,,Mandi,Himachal Pradesh,
18013,175037,,Mandi,Himachal Pradesh,
18014,175019,,Mandi,Himachal Pradesh,
18015,175038,,Mandi,Himachal Pradesh,
18016,172030,,Shimla,Himachal Pradesh,
18017,172108,,Kinnaur,Himachal Pradesh,
18018,172111,,Lahul And Spiti,Himachal Pradesh,
18019,173217,,Shimla,Himachal Pradesh,
18020,174316,,Una,Himachal Pradesh,
18021,174507,,Una,Himachal Pradesh,
18022,193501,,Srinagar,Jammu And Kashmir,
18023,180010,,Jammu,Jammu And Kashmir,
18024,185154,,Reasi,Jammu And Kashmir,
18025,184141,,Samba,Jammu And Kashmir,
18026,458339,,Mandsaur,Madhya Pradesh,
18027,403708,,South Goa,Goa,
18028,403728,,South Goa,Goa,
18029,403515,,North Goa,Goa,
18030,403004,,North Goa,Goa,
18031,403527,,North Goa,Goa,
18032,416107,,Kolhapur,Maharashtra,
18033,416138,,Kolhapur,Maharashtra,
18034,416231,,Kolhapur,Maharashtra,
18035,670353,,Kannur,Kerala,
18036,673579,,Kasaragod,Kerala,
18037,679324,,Malappuram,Kerala,
18038,679307,,Palakkad,Kerala,
18039,679552,,Palakkad,Kerala,
18040,678762,,Palakkad,Kerala,
18041,679304,,Palakkad,Kerala,
18042,679502,,Palakkad,Kerala,
18043,679309,,Palakkad,Kerala,
18044,678686,,Palakkad,Kerala,
18045,678544,,Palakkad,Kerala,
18046,678574,,Palakkad,Kerala,
18047,678687,,Palakkad,Kerala,
18048,678007,,Palakkad,Kerala,
18049,678101,,Palakkad,Kerala,
18050,678621,,Palakkad,Kerala,
18051,678556,,Palakkad,Kerala,
18052,678534,,Palakkad,Kerala,
18053,670105,,Kannur,Kerala,
18054,679582,,Malappuram,Kerala,
18055,679586,,Malappuram,Kerala,
18056,673529,,Kozhikode,Kerala,
18057,673105,,Kozhikode,Kerala,
18058,673517,,Kozhikode,Kerala,
18059,480881,,Seoni,Madhya Pradesh,
18060,472010,,Niwari,Madhya Pradesh,
18061,460449,,Betul,Madhya Pradesh,
18062,184151,,Kathua,Jammu And Kashmir,
18063,194302,,Kargil,Ladakh,
18064,185133,,Rajouri,Jammu And Kashmir,
18065,190019,,Budgam,Jammu And Kashmir,
18066,191121,,Srinagar,Jammu And Kashmir,
18067,191112,,Shopian,Jammu And Kashmir,
18068,182121,,Reasi,Jammu And Kashmir,
18069,182137,,Kishtwar,Jammu And Kashmir,
18070,182133,,Kishtwar,Jammu And Kashmir,
18071,182135,,Kishtwar,Jammu And Kashmir,
18072,829115,,Bokaro,Jharkhand,
18073,818142,,Dhanbad,Jharkhand,
18074,828117,,Dhanbad,Jharkhand,
18075,828116,,Dhanbad,Jharkhand,
18076,828131,,Dhanbad,Jharkhand,
18077,825322,,Godda,Jharkhand,
18078,829123,,Bokaro,Jharkhand,
18079,825413,,Hazaribagh,Jharkhand,
18080,829103,,Ramgarh,Jharkhand,
18081,829109,,Ramgarh,Jharkhand,
18082,829208,,Latehar,Jharkhand,
18083,393140,,Bharuch,Gujarat,
18084,392035,,Bharuch,Gujarat,
18085,392040,,Bharuch,Gujarat,
18086,387510,,Kheda,Gujarat,
18087,387340,,Kheda,Gujarat,
18088,387380,,Anand,Gujarat,
18089,387210,,Anand,Gujarat,
18090,388480,,Anand,Gujarat,
18091,388180,,Kheda,Gujarat,
18092,387375,,Anand,Gujarat,
18093,396430,,Navsari,Gujarat,
18094,394510,,Surat,Gujarat,
18095,394235,,Surat,Gujarat,
18096,394520,,Surat,Gujarat,
18097,394410,,Surat,Gujarat,
18098,390003,,Vadodara,Gujarat,
18099,396215,,Valsad,Gujarat,
18100,396130,,Valsad,Gujarat,
18101,396165,,Valsad,Gujarat,
18102,134205,,Panchkula,Haryana,
18103,134109,,Panchkula,Haryana,
18104,135021,,Yamunanagar,Haryana,
18105,121106,,Palwal,Haryana,
18106,122051,,Gurugram,Haryana,
18107,795134,,Kangpokpi,Manipur,
18108,795114,,Kangpokpi,Manipur,
18109,795106,,Kangpokpi,Manipur,
18110,796290,,Saitual,Mizoram,
18111,796186,,Lunglei,Mizoram,
18112,797112,,Peren,Nagaland,
18113,797112,,Wokha,Nagaland,
18114,798622,,Mon,Nagaland,
18115,799125,,South Tripura,Tripura,
18116,790002,,West Kameng,Arunachal Pradesh,
18117,791121,,Papum Pare,Arunachal Pradesh,
18118,792105,,Namsai,Arunachal Pradesh,
18119,790003,,West Kameng,Arunachal Pradesh,
18120,791103,,Upper Siang,Arunachal Pradesh,
18121,791120,,Kamle,Arunachal Pradesh,
18122,799264,,Unakoti,Tripura,
18123,794101,,West Garo Hills,Meghalaya,
18124,794107,,East Garo Hills,Meghalaya,
18125,756051,,Baleshwar,Odisha,
18126,756055,,Baleshwar,Odisha,
18127,756048,,Mulugu,Telangana,
18128,431109,,Aurangabad,Maharashtra,
18129,431154,,Jalna,Maharashtra,
18130,431120,,Aurangabad,Maharashtra,
18131,424207,,Jalgaon,Maharashtra,
18132,425524,,Jalgaon,Maharashtra,
18133,425309,,Jalgaon,Maharashtra,
18134,425506,,Jalgaon,Maharashtra,
18135,424205,,Jalgaon,Maharashtra,
18136,425408,,Nandurbar,Maharashtra,
18137,425112,,Jalgaon,Maharashtra,
18138,425102,,Jalgaon,Maharashtra,
18139,431711,,Nanded,Maharashtra,
18140,422401,,Nashik,Maharashtra,
18141,422105,,Nashik,Maharashtra,
18142,413581,,Latur,Maharashtra,
18143,413510,,Osmanabad,Maharashtra,
18144,413530,,Latur,Maharashtra,
18145,795113,,Kangpokpi,Manipur,
18146,301020,,Alwar,Rajasthan,
18147,301705,,Alwar,Rajasthan,
18148,321301,,Bharatpur,Rajasthan,
18149,321025,,Bharatpur,Rajasthan,
18150,302026,,Jaipur,Rajasthan,
18151,303102,,Jaipur,Rajasthan,
18152,322211,,Sawai Madhopur,Rajasthan,
18153,322212,,Sawai Madhopur,Rajasthan,
18154,321610,,Dausa,Rajasthan,
18155,331504,,Churu,Rajasthan,
18156,333516,,Jhunjhunu,Rajasthan,
18157,416214,,Kolhapur,Maharashtra,
18158,415607,,Ratnagiri,Maharashtra,
18159,415805,,Ratnagiri,Maharashtra,
18160,416303,,Sangli,Maharashtra,
18161,415412,,Sangli,Maharashtra,
18162,416305,,Sangli,Maharashtra,
18163,415406,,Sangli,Maharashtra,
18164,400021,,Mumbai,Maharashtra,
18165,401207,,Palghar,Maharashtra,
18166,401504,,Palghar,Maharashtra,
18167,401204,,Palghar,Maharashtra,
18168,442507,,Chandrapur,Maharashtra,
18169,759022,,Anugul,Odisha,
18170,758082,,Kendujhar,Odisha,
18171,768109,,Sambalpur,Odisha,
18172,770072,,Sundargarh,Odisha,
18173,761115,,Ganjam,Odisha,
18174,766031,,Kalahandi,Odisha,
18175,764002,,Nabarangpur,Odisha,
18176,763008,,Koraput,Odisha,
18177,765024,,Rayagada,Odisha,
18178,414504,,Ahmednagar,Maharashtra,
18179,414101,,Ahmednagar,Maharashtra,
18180,410402,,Pune,Maharashtra,
18181,412308,,Pune,Maharashtra,
18182,410516,,Pune,Maharashtra,
18183,415312,,Satara,Maharashtra,
18184,415023,,Satara,Maharashtra,
18185,423607,,Ahmednagar,Maharashtra,
18186,413718,,Ahmednagar,Maharashtra,
18187,413722,,Ahmednagar,Maharashtra,
18188,413719,,Ahmednagar,Maharashtra,
18189,756030,,Mayurbhanj,Odisha,
18190,756171,,Bhadrak,Odisha,
18191,756128,,Bhadrak,Odisha,
18192,751017,,Khordha,Odisha,
18193,751024,,Khordha,Odisha,
18194,751032,,Khordha,Odisha,
18195,754002,,Cuttack,Odisha,
18196,755036,,Jajapur,Odisha,
18197,755004,,Jajapur,Odisha,
18198,755004,,Kendrapara,Odisha,
18199,755044,,Jajapur,Odisha,
18200,754292,,Kendrapara,Odisha,
18201,754292,,Jajapur,Odisha,
18202,754214,,Jajapur,Odisha,
18203,754216,,Kendrapara,Odisha,
18204,754231,,Kendrapara,Odisha,
18205,754228,,Kendrapara,Odisha,
18206,754299,,Cuttack,Odisha,
18207,755063,,Jajapur,Odisha,
18208,754140,,Kendrapara,Odisha,
18209,757055,,Mayurbhanj,Odisha,
18210,757106,,Mayurbhanj,Odisha,
18211,752078,,Nayagarh,Odisha,
18212,752065,,Nayagarh,Odisha,
18213,752004,,Puri,Odisha,
18214,767070,,Balangir,Odisha,
18215,767035,,Balangir,Odisha,
18216,140109,,S.A.S Nagar,Punjab,
18217,140116,,Rupnagar,Punjab,
18218,141102,,Ludhiana,Punjab,
18219,141121,,Ludhiana,Punjab,
18220,148102,,Barnala,Punjab,
18221,148027,,Sangrur,Punjab,
18222,143107,,Tarn Taran,Punjab,
18223,151106,,Bathinda,Punjab,
18224,151212,,Faridkot,Punjab,
18225,142055,,Moga,Punjab,
18226,143605,,Gurdaspur,Punjab,
18227,143515,,Gurdaspur,Punjab,
18228,145022,,Pathankot,Punjab,
18229,145026,,Pathankot,Punjab,
18230,144213,,Hoshiarpur,Punjab,
18231,144206,,Hoshiarpur,Punjab,
18232,144209,,Hoshiarpur,Punjab,
18233,146103,,Hoshiarpur,Punjab,
18234,146110,,Hoshiarpur,Punjab,
18235,144517,,Shahid Bhagat Singh Nagar,Punjab,
18236,144303,,Jalandhar,Punjab,
18237,144632,,Kapurthala,Punjab,
18238,305927,,Ajmer,Rajasthan,
18239,305203,,Ajmer,Rajasthan,
18240,305402,,Mulugu,Telangana,
18241,311022,,Bhilwara,Rajasthan,
18242,312401,,Chittorgarh,Rajasthan,
18243,327605,,Banswara,Rajasthan,
18244,325207,,Baran,Rajasthan,
18245,323023,,Bundi,Rajasthan,
18246,304804,,Tonk,Rajasthan,
18247,313202,,Udaipur,Rajasthan,
18248,313011,,Rajsamand,Rajasthan,
18249,600048,,Chengalpattu,Tamil Nadu,
18250,600132,,Kanchipuram,Tamil Nadu,
18251,604407,,Ranipet,Tamil Nadu,
18252,632007,,Vellore,Tamil Nadu,
18253,632103,,Tiruvannamalai,Tamil Nadu,
18254,632059,,Vellore,Tamil Nadu,
18255,641016,,Coimbatore,Tamil Nadu,
18256,636701,,Dharmapuri,Tamil Nadu,
18257,638102,,Erode,Tamil Nadu,
18258,638751,,Tiruppur,Tamil Nadu,
18259,638056,,Tiruppur,Tamil Nadu,
18260,638183,,Salem,Tamil Nadu,
18261,643202,,The Nilgiris,Tamil Nadu,
18262,643236,,The Nilgiris,Tamil Nadu,
18263,643207,,The Nilgiris,Tamil Nadu,
18264,642004,,Coimbatore,Tamil Nadu,
18265,642129,,Coimbatore,Tamil Nadu,
18266,642007,,Coimbatore,Tamil Nadu,
18267,636118,,Namakkal,Tamil Nadu,
18268,637501,,Namakkal,Tamil Nadu,
18269,636203,,Namakkal,Tamil Nadu,
18270,636404,,Salem,Tamil Nadu,
18271,632602,,Vellore,Tamil Nadu,
18272,638108,,Tiruppur,Tamil Nadu,
18273,638451,,The Nilgiris,Tamil Nadu,
18274,638459,,Tiruppur,Tamil Nadu,
18275,641668,,Coimbatore,Tamil Nadu,
18276,629176,,Kanniyakumari,Tamil Nadu,
18277,629178,,Kanniyakumari,Tamil Nadu,
18278,630206,,Sivaganga,Tamil Nadu,
18279,628903,,Tuticorin,Tamil Nadu,
18280,627951,,Tenkasi,Tamil Nadu,
18281,627854,,Tenkasi,Tamil Nadu,
18282,625214,,Madurai,Tamil Nadu,
18283,731214,,Purba Bardhaman,West Bengal,
18284,731133,,Birbhum,West Bengal,
18285,700159,,24 Paraganas North,West Bengal,
18286,741167,,Nadia,West Bengal,
18287,741158,,Nadia,West Bengal,
18288,741153,,Nadia,West Bengal,
18289,741255,,Nadia,West Bengal,
18290,741508,,Nadia,West Bengal,
18291,741202,,Nadia,West Bengal,
18292,743135,,24 Paraganas North,West Bengal,
18293,743502,,24 Paraganas North,West Bengal,
18294,700154,,24 Paraganas South,West Bengal,
18295,700145,,24 Paraganas South,West Bengal,
18296,700138,,24 Paraganas South,West Bengal,
18297,743356,,24 Paraganas South,West Bengal,
18298,744303,,Nicobars,Andaman And Nicobar Islands,
18299,736207,,Coochbehar,West Bengal,
18300,735215,,Alipurduar,West Bengal,
18301,736182,,Alipurduar,West Bengal,
18302,734217,,Darjeeling,West Bengal,
18303,734224,,Darjeeling,West Bengal,
18304,734427,,Darjeeling,West Bengal,
18305,734015,,Jalpaiguri,West Bengal,
18306,735206,,Jalpaiguri,West Bengal,
18307,735223,,Kalimpong,West Bengal,
18308,735213,,Alipurduar,West Bengal,
18309,735221,,Jalpaiguri,West Bengal,
18310,737120,,North District,Sikkim,
18311,737121,,South District,Sikkim,
18312,737103,,North District,Sikkim,
18313,733158,,Dinajpur Dakshin,West Bengal,
18314,733124,,Maldah,West Bengal,
18315,713373,,Paschim Bardhaman,West Bengal,
18316,713206,,Paschim Bardhaman,West Bengal,
18317,713204,,Paschim Bardhaman,West Bengal,
18318,232330,,Ghazipur,Uttar Pradesh,
18319,222132,,Jaunpur,Uttar Pradesh,
18320,222138,,Jaunpur,Uttar Pradesh,
18321,223105,,Jaunpur,Uttar Pradesh,
18322,230501,,Amethi,Uttar Pradesh,
18323,230137,,Pratapgarh,Uttar Pradesh,
18324,230133,,Pratapgarh,Uttar Pradesh,
18325,221006,,Varanasi,Uttar Pradesh,
18326,262124,,Pilibhit,Uttar Pradesh,
18327,262305,,Pilibhit,Uttar Pradesh,
18328,242021,,Sambhal,Uttar Pradesh,
18329,261505,,Sitapur,Uttar Pradesh,
18330,244401,,Amroha,Uttar Pradesh,
18331,620010,,Tiruchirappalli,Tamil Nadu,
18332,620101,,Tiruchirappalli,Tamil Nadu,
18333,606115,,Cuddalore,Tamil Nadu,
18334,605752,,Villupuram,Tamil Nadu,
18335,606103,,Cuddalore,Tamil Nadu,
18336,203001,,Hathras,Uttar Pradesh,
18337,206121,,Etawah,Uttar Pradesh,
18338,206251,,Auraiya,Uttar Pradesh,
18339,206120,,Auraiya,Uttar Pradesh,
18340,284003,,Jhansi,Uttar Pradesh,
18341,284419,,Jhansi,Uttar Pradesh,
18342,284136,,Lalitpur,Uttar Pradesh,
18343,205247,,Mainpuri,Uttar Pradesh,
18344,209402,,Mathura,Uttar Pradesh,
18345,281203,,Mathura,Uttar Pradesh,
18346,212213,,Kaushambi,Uttar Pradesh,
18347,212208,,Kaushambi,Uttar Pradesh,
18348,209720,,Kannauj,Uttar Pradesh,
18349,209121,,Kanpur Nagar,Uttar Pradesh,
18350,209869,,Unnao,Uttar Pradesh,
18351,225201,,Barabanki,Uttar Pradesh,
18352,225205,,Barabanki,Uttar Pradesh,
18353,224206,,Ambedkar Nagar,Uttar Pradesh,
18354,224284,,Ayodhya,Uttar Pradesh,
18355,201009,,Gautam Buddha Nagar,Uttar Pradesh,
18356,226028,,Lucknow,Uttar Pradesh,
18357,226202,,Lucknow,Uttar Pradesh,
18358,229305,,Rae Bareli,Uttar Pradesh,
18359,229126,,Rae Bareli,Uttar Pradesh,
18360,229802,,Rae Bareli,Uttar Pradesh,
18361,342021,,Jodhpur,Rajasthan,
18362,301027,,Nagaur,Rajasthan,
18363,332023,,Sikar,Rajasthan,
18364,335513,,Mulugu,Telangana,
18365,335065,,Hanumangarh,Rajasthan,
18366,335526,,Mulugu,Telangana,
18367,631004,,Ranipet,Tamil Nadu,
18368,631101,,Ranipet,Tamil Nadu,
18369,632516,,Ranipet,Tamil Nadu,
18370,632509,,Ranipet,Tamil Nadu,
18371,632518,,Ranipet,Tamil Nadu,
18372,632511,,Tiruvannamalai,Tamil Nadu,
18373,632512,,Tiruvannamalai,Tamil Nadu,
18374,603202,,Kanchipuram,Tamil Nadu,
18375,603209,,Chengalpattu,Tamil Nadu,
18376,631551,,Kanchipuram,Tamil Nadu,
18377,602105,,Kanchipuram,Tamil Nadu,
18378,631206,,Thiruvallur,Tamil Nadu,
18379,631303,,Thiruvallur,Tamil Nadu,
18380,605009,,Pondicherry,Puducherry,
18381,605110,,Cuddalore,Tamil Nadu,
18382,607403,,Cuddalore,Tamil Nadu,
18383,605102,,Pondicherry,Puducherry,
18384,227805,,Amethi,Uttar Pradesh,
18385,246488,,Chamoli,Uttarakhand,
18386,246471,,Rudra Prayag,Uttarakhand,
18387,244716,,Nainital,Uttarakhand,
18388,244715,,Almora,Uttarakhand,
18389,262525,,Champawat,Uttarakhand,
18390,743272,,24 Paraganas North,West Bengal,
18391,700125,,24 Paraganas North,West Bengal,
18392,743437,,24 Paraganas North,West Bengal,
18393,743425,,24 Paraganas South,West Bengal,
18394,743293,,24 Paraganas North,West Bengal,
18395,731244,,Murshidabad,West Bengal,
18396,731241,,Murshidabad,West Bengal,
18397,625102,,Madurai,Tamil Nadu,
18398,623513,,Ramanathapuram,Tamil Nadu,
18399,623406,,Ramanathapuram,Tamil Nadu,
18400,623409,,Ramanathapuram,Tamil Nadu,
18401,630611,,Virudhunagar,Tamil Nadu,
18402,630204,,Sivaganga,Tamil Nadu,
18403,630210,,Sivaganga,Tamil Nadu,
18404,625516,,Theni,Tamil Nadu,
18405,627102,,Tirunelveli,Tamil Nadu,
18406,627152,,Tirunelveli,Tamil Nadu,
18407,627604,,Tirunelveli,Tamil Nadu,
18408,628751,,Tuticorin,Tamil Nadu,
18409,628204,,Tuticorin,Tamil Nadu,
18410,628851,,Tuticorin,Tamil Nadu,
18411,628101,,Tuticorin,Tamil Nadu,
18412,628104,,Tuticorin,Tamil Nadu,
18413,628304,,Tuticorin,Tamil Nadu,
18414,626004,,Virudhunagar,Tamil Nadu,
18415,626111,,Virudhunagar,Tamil Nadu,
